,Referenzjahr,Stations_id,observed time emergence to beginning of flowering,observed time emergence to yellow ripeness,lat,lon
26817,2021.0,7798.0,64.0,112.0,53.8667,10.3333
26818,2021.0,7799.0,63.0,,53.6167,10.4167
26819,2021.0,7807.0,75.0,118.0,54.15,9.0667
26820,2021.0,7812.0,80.0,134.0,53.9833,9.1167
26821,2021.0,7824.0,72.0,128.0,54.7333,8.4333
26822,2021.0,7837.0,53.0,,53.5618,9.8598
26823,2021.0,7844.0,61.0,124.0,53.6,10.1833
26824,2021.0,7849.0,65.0,136.0,52.7,8.5
26825,2021.0,7857.0,67.0,126.0,52.6,8.8333
26826,2021.0,7865.0,61.0,118.0,52.5667,8.5667
26827,2021.0,7881.0,72.0,,52.85,9.1833
26828,2021.0,7910.0,71.0,,52.3,9.5
26829,2021.0,7920.0,67.0,127.0,52.5333,9.4667
26830,2021.0,7923.0,73.0,117.0,52.4,9.45
26831,2021.0,7931.0,75.0,126.0,52.5667,9.3
26832,2021.0,7943.0,58.0,127.0,52.5,8.9833
26833,2021.0,7956.0,69.0,,52.45,9.4
26834,2021.0,7957.0,71.0,115.0,52.2333,9.1167
26835,2021.0,7990.0,51.0,113.0,51.5333,10.1833
26836,2021.0,7991.0,64.0,150.0,51.6167,10.2167
26837,2021.0,8007.0,72.0,141.0,51.55,10.0667
26838,2021.0,8008.0,70.0,120.0,52.0167,10.1333
26839,2021.0,8015.0,67.0,129.0,51.95,10.1167
26840,2021.0,8064.0,82.0,120.0,51.8167,10.0667
26841,2021.0,8091.0,81.0,119.0,52.55,9.7667
26842,2021.0,8104.0,64.0,,52.7344,10.2244
26843,2021.0,8135.0,72.0,119.0,52.95,9.5333
26844,2021.0,8151.0,91.0,121.0,52.5333,10.35
26845,2021.0,8164.0,78.0,116.0,52.65,10.4333
26846,2021.0,8228.0,67.0,,53.0,11.1513
26847,2021.0,8255.0,70.0,,53.1,10.0667
26848,2021.0,8260.0,71.0,115.0,53.0333,9.8333
26849,2021.0,8261.0,77.0,,53.1333,10.6
26850,2021.0,8279.0,71.0,,52.8,10.6333
26851,2021.0,8285.0,70.0,,52.9667,10.5667
26852,2021.0,8293.0,80.0,,53.4833,9.1333
26853,2021.0,8301.0,61.0,111.0,53.45,9.1167
26854,2021.0,8304.0,80.0,126.0,53.8167,8.7667
26855,2021.0,8333.0,74.0,128.0,53.0667,9.3167
26856,2021.0,8348.0,67.0,125.0,53.5667,9.5167
26857,2021.0,8360.0,70.0,137.0,53.5167,9.4833
26858,2021.0,8392.0,70.0,,53.4167,8.5833
26859,2021.0,8400.0,77.0,131.0,53.1,7.2167
26860,2021.0,8402.0,74.0,131.0,52.9667,7.7667
26861,2021.0,8420.0,67.0,129.0,52.4167,7.7333
26862,2021.0,8426.0,63.0,107.0,52.3,7.1167
26863,2021.0,8430.0,87.0,137.0,52.2833,7.2833
26864,2021.0,8438.0,81.0,132.0,52.6,7.4333
26865,2021.0,8452.0,71.0,105.0,52.7667,7.5
26866,2021.0,8459.0,85.0,128.0,52.25,7.95
26867,2021.0,8467.0,83.0,138.0,52.3167,8.0333
26868,2021.0,8524.0,82.0,118.0,53.6,7.2167
26869,2021.0,8531.0,95.0,131.0,53.5333,7.7
26870,2021.0,8535.0,62.0,122.0,53.65,7.6167
26871,2021.0,8556.0,55.0,151.0,52.2833,10.7
26872,2021.0,8558.0,63.0,,52.9667,9.0167
26873,2021.0,8563.0,82.0,,51.8667,10.0167
26874,2021.0,8584.0,74.0,101.0,52.3667,10.9333
26875,2021.0,8616.0,66.0,132.0,53.15,8.2
26876,2021.0,8623.0,67.0,128.0,53.2452,7.9053
26877,2021.0,8631.0,58.0,,53.2,7.9833
26878,2021.0,8644.0,76.0,126.0,52.7333,7.7667
26879,2021.0,8652.0,89.0,,53.6833,7.9333
26880,2021.0,8653.0,68.0,129.0,53.5833,7.9
26881,2021.0,8666.0,67.0,121.0,53.4167,7.9833
26882,2021.0,8670.0,67.0,,53.1,8.5333
26883,2021.0,8689.0,44.0,112.0,53.1833,8.4833
26884,2021.0,8695.0,98.0,123.0,53.3333,8.2167
26885,2021.0,8759.0,91.0,139.0,51.2833,6.2
26886,2021.0,8772.0,72.0,135.0,51.7,6.1667
26887,2021.0,8779.0,95.0,132.0,51.6667,6.2667
26888,2021.0,8810.0,69.0,114.0,51.5167,6.4
26889,2021.0,8817.0,74.0,113.0,51.45,6.6333
26890,2021.0,8841.0,63.0,,50.7667,7.1333
26891,2021.0,8851.0,74.0,146.0,50.6833,6.6667
26892,2021.0,8852.0,87.0,129.0,50.6167,6.65
26893,2021.0,8892.0,62.0,113.0,51.0,7.1333
26894,2021.0,8894.0,83.0,148.0,51.1,7.3833
26895,2021.0,8917.0,72.0,120.0,50.9,7.4
26896,2021.0,8931.0,75.0,,50.7667,6.0333
26897,2021.0,8932.0,79.0,,50.8167,6.2667
26898,2021.0,8934.0,79.0,154.0,50.7833,6.2
26899,2021.0,8958.0,80.0,103.0,50.8833,6.45
26900,2021.0,8990.0,80.0,127.0,50.9167,6.1167
26901,2021.0,9005.0,75.0,106.0,52.1167,7.1167
26902,2021.0,9015.0,74.0,115.0,51.8042,8.2049
26903,2021.0,9030.0,68.0,122.0,51.8333,7.3
26904,2021.0,9040.0,72.0,148.0,51.6667,7.4667
26905,2021.0,9057.0,81.0,128.0,52.15,7.6
26906,2021.0,9068.0,73.0,113.0,52.1333,7.7333
26907,2021.0,9074.0,69.0,117.0,52.2667,7.7833
26908,2021.0,9080.0,62.0,103.0,51.95,7.9833
26909,2021.0,9087.0,71.0,128.0,51.5833,7.0667
26910,2021.0,9117.0,78.0,138.0,51.9462,8.8856
26911,2021.0,9131.0,53.0,,52.05,8.3667
26912,2021.0,9143.0,54.0,105.0,52.15,8.8
26913,2021.0,9164.0,72.0,137.0,52.1,8.9333
26914,2021.0,9169.0,64.0,134.0,52.4167,8.6167
26915,2021.0,9180.0,53.0,115.0,52.3,8.9167
26916,2021.0,9182.0,53.0,111.0,52.3333,8.75
26917,2021.0,9187.0,57.0,132.0,52.25,8.7333
26918,2021.0,9200.0,57.0,129.0,51.7333,8.7167
26919,2021.0,9202.0,69.0,,51.5833,9.25
26920,2021.0,9203.0,55.0,130.0,51.5833,9.3
26921,2021.0,9241.0,40.0,,51.35,7.95
26922,2021.0,9256.0,82.0,115.0,51.2,8.7
26923,2021.0,9268.0,72.0,,51.6333,8.5167
26924,2021.0,9273.0,75.0,128.0,51.5333,8.2833
26925,2021.0,9278.0,63.0,97.0,51.35,8.3333
26926,2021.0,9291.0,76.0,136.0,51.15,8.2833
26927,2021.0,9293.0,64.0,,51.1833,8.1167
26928,2021.0,9309.0,83.0,113.0,50.7167,8.15
26929,2021.0,9314.0,73.0,,50.9,7.8667
26930,2021.0,9326.0,70.0,126.0,51.4996,8.0539
26931,2021.0,9360.0,67.0,137.0,51.3167,7.3333
26932,2021.0,9374.0,69.0,144.0,51.5833,7.6667
26933,2021.0,9389.0,66.0,120.0,50.75,9.4667
26934,2021.0,9401.0,84.0,140.0,49.6667,8.65
26935,2021.0,9405.0,76.0,134.0,49.6061,8.4541
26936,2021.0,9429.0,77.0,127.0,49.8,8.6
26937,2021.0,9436.0,78.0,,49.8667,9.0167
26938,2021.0,9455.0,76.0,128.0,49.7333,9.0
26939,2021.0,9461.0,69.0,116.0,49.7167,8.8333
26940,2021.0,9490.0,85.0,119.0,50.5167,8.8167
26941,2021.0,9499.0,71.0,113.0,49.75,8.4833
26942,2021.0,9502.0,64.0,106.0,49.9953,8.5685
26943,2021.0,9519.0,83.0,,49.9975,8.7147
26944,2021.0,9522.0,62.0,109.0,50.05,8.9333
26945,2021.0,9530.0,74.0,117.0,50.1167,8.9167
26946,2021.0,9550.0,67.0,,50.9833,8.7333
26947,2021.0,9571.0,82.0,141.0,50.9833,9.2667
26948,2021.0,9593.0,80.0,,50.5667,9.7667
26949,2021.0,9617.0,60.0,,51.6,9.55
26950,2021.0,9619.0,66.0,,51.4833,9.25
26951,2021.0,9621.0,64.0,,51.4,9.4667
26952,2021.0,9634.0,80.0,,50.75,9.8167
26953,2021.0,9646.0,80.0,134.0,51.2833,9.6
26954,2021.0,9647.0,77.0,,51.2833,9.6333
26955,2021.0,9651.0,75.0,115.0,51.2333,9.5667
26956,2021.0,9698.0,72.0,,51.0167,9.9333
26957,2021.0,9706.0,67.0,129.0,50.95,9.8667
26958,2021.0,9730.0,75.0,117.0,51.3333,8.9
26959,2021.0,9732.0,76.0,127.0,51.4667,9.0167
26960,2021.0,9764.0,71.0,102.0,51.45,9.25
26961,2021.0,9768.0,74.0,,51.241,9.2629
26962,2021.0,9794.0,74.0,,50.05,8.3
26963,2021.0,9831.0,69.0,136.0,50.25,9.2833
26964,2021.0,9833.0,96.0,,50.15,8.75
26965,2021.0,9837.0,69.0,123.0,50.1667,8.9833
26966,2021.0,9848.0,71.0,133.0,50.3833,8.0333
26967,2021.0,9867.0,67.0,117.0,50.2,8.5833
26968,2021.0,9872.0,79.0,133.0,50.0167,7.95
26969,2021.0,9923.0,80.0,123.0,50.5333,8.5
26970,2021.0,9954.0,75.0,,50.6833,7.6833
26971,2021.0,10000.0,84.0,,49.8667,7.65
26972,2021.0,10016.0,44.0,112.0,50.6667,7.4333
26973,2021.0,10024.0,77.0,134.0,50.5667,7.6167
26974,2021.0,10040.0,70.0,,49.9833,7.6
26975,2021.0,10045.0,73.0,114.0,49.9667,7.3
26976,2021.0,10050.0,86.0,168.0,49.7333,6.65
26977,2021.0,10067.0,64.0,105.0,49.9667,6.5
26978,2021.0,10086.0,76.0,125.0,50.3,6.7333
26979,2021.0,10091.0,61.0,104.0,50.2833,6.6333
26980,2021.0,10093.0,85.0,,50.2,6.4167
26981,2021.0,10148.0,71.0,,50.2333,7.8667
26982,2021.0,10149.0,81.0,120.0,50.1333,7.75
26983,2021.0,10176.0,73.0,120.0,49.6333,8.3667
26984,2021.0,10216.0,78.0,128.0,49.0333,8.0
26985,2021.0,10230.0,92.0,122.0,49.5,7.9167
26986,2021.0,10261.0,68.0,137.0,49.2667,8.2167
26987,2021.0,10268.0,67.0,114.0,49.4571,8.2892
26988,2021.0,10304.0,75.0,,49.2833,8.4
26989,2021.0,10323.0,59.0,,48.8442,10.0865
26990,2021.0,10326.0,67.0,123.0,49.0167,10.2167
26991,2021.0,10330.0,71.0,126.0,48.75,10.3333
26992,2021.0,10364.0,79.0,127.0,49.1333,10.2333
26993,2021.0,10396.0,77.0,126.0,49.2167,9.1
26994,2021.0,10445.0,81.0,123.0,49.5333,9.85
26995,2021.0,10449.0,70.0,,49.4833,9.7667
26996,2021.0,10450.0,80.0,106.0,49.5333,9.9
26997,2021.0,10458.0,68.0,110.0,48.65,9.4667
26998,2021.0,10461.0,62.0,131.0,48.65,9.5333
26999,2021.0,10477.0,71.0,,48.8,9.8
27000,2021.0,10487.0,69.0,108.0,49.0833,9.8833
27001,2021.0,10498.0,65.0,,48.9667,8.9667
27002,2021.0,10526.0,77.0,138.0,49.1,8.65
27003,2021.0,10538.0,68.0,,49.4,9.4
27004,2021.0,10541.0,73.0,101.0,49.5333,9.55
27005,2021.0,10564.0,57.0,120.0,49.2667,8.75
27006,2021.0,10570.0,77.0,138.0,49.0333,8.7
27007,2021.0,10573.0,70.0,130.0,48.9436,8.4038
27008,2021.0,10583.0,81.0,,49.4,8.5333
27009,2021.0,10600.0,75.0,122.0,49.4167,9.2833
27010,2021.0,10606.0,70.0,,48.9,8.5667
27011,2021.0,10619.0,76.0,126.0,49.3333,8.95
27012,2021.0,10622.0,69.0,125.0,49.0833,8.85
27013,2021.0,10643.0,70.0,,49.6667,9.65
27014,2021.0,10653.0,75.0,146.0,48.6167,8.05
27015,2021.0,10659.0,76.0,125.0,47.95,8.5
27016,2021.0,10662.0,75.0,,47.9167,8.8
27017,2021.0,10700.0,63.0,123.0,47.7333,9.0667
27018,2021.0,10706.0,82.0,116.0,47.8167,8.6667
27019,2021.0,10717.0,73.0,132.0,47.6667,7.5333
27020,2021.0,10729.0,72.0,127.0,47.8667,7.6
27021,2021.0,10751.0,63.0,117.0,48.5333,8.0833
27022,2021.0,10752.0,86.0,146.0,48.4667,7.95
27023,2021.0,10753.0,58.0,,48.4833,8.1667
27024,2021.0,10775.0,78.0,,48.0,9.0333
27025,2021.0,10802.0,86.0,,47.7167,8.4333
27026,2021.0,10810.0,81.0,,48.2833,8.0833
27027,2021.0,10812.0,53.0,91.0,48.4167,8.0833
27028,2021.0,10821.0,65.0,,48.2,8.8833
27029,2021.0,10831.0,80.0,,48.0333,9.8
27030,2021.0,10851.0,78.0,137.0,48.35,9.8167
27031,2021.0,10859.0,59.0,110.0,48.4167,8.4667
27032,2021.0,10869.0,90.0,129.0,48.45,8.6833
27033,2021.0,10872.0,64.0,115.0,48.3667,9.3333
27034,2021.0,10886.0,80.0,,47.7667,9.5333
27035,2021.0,10906.0,86.0,112.0,47.9333,9.55
27036,2021.0,10920.0,77.0,116.0,48.0167,9.25
27037,2021.0,10944.0,84.0,,47.85,9.8333
27038,2021.0,10953.0,73.0,118.0,48.75,11.4333
27039,2021.0,10954.0,78.0,,48.05,10.8833
27040,2021.0,10968.0,59.0,,48.5833,11.0833
27041,2021.0,10983.0,79.0,137.0,47.85,12.0667
27042,2021.0,11009.0,86.0,137.0,48.3167,11.9167
27043,2021.0,11010.0,81.0,,48.2833,11.8333
27044,2021.0,11032.0,75.0,141.0,48.7833,11.6
27045,2021.0,11073.0,71.0,,48.2,12.4167
27046,2021.0,11076.0,70.0,119.0,48.1167,11.7333
27047,2021.0,11088.0,73.0,145.0,47.75,12.1167
27048,2021.0,11100.0,80.0,,48.45,11.35
27049,2021.0,11131.0,71.0,108.0,48.0333,12.55
27050,2021.0,11170.0,62.0,129.0,49.0667,12.6167
27051,2021.0,11172.0,77.0,115.0,48.85,13.15
27052,2021.0,11174.0,77.0,121.0,48.8167,12.8
27053,2021.0,11176.0,79.0,136.0,48.6167,12.5333
27054,2021.0,11211.0,67.0,,48.9,12.0167
27055,2021.0,11214.0,80.0,125.0,49.1333,12.7333
27056,2021.0,11220.0,92.0,117.0,48.5833,12.1833
27057,2021.0,11221.0,73.0,146.0,48.6167,12.2
27058,2021.0,11241.0,76.0,125.0,48.4833,13.4333
27059,2021.0,11243.0,70.0,140.0,48.3,13.15
27060,2021.0,11249.0,76.0,119.0,48.4,13.0
27061,2021.0,11251.0,85.0,153.0,48.9333,13.2
27062,2021.0,11254.0,77.0,121.0,48.9667,13.1333
27063,2021.0,11271.0,93.0,152.0,48.4667,12.5667
27064,2021.0,11272.0,68.0,120.0,48.45,12.35
27065,2021.0,11286.0,80.0,130.0,48.6,13.75
27066,2021.0,11292.0,66.0,,48.75,13.8167
27067,2021.0,11295.0,73.0,133.0,48.75,13.5167
27068,2021.0,11300.0,95.0,131.0,49.45,11.8667
27069,2021.0,11307.0,73.0,123.0,49.4,12.0167
27070,2021.0,11317.0,74.0,141.0,49.6167,11.8167
27071,2021.0,11326.0,68.0,130.0,49.1667,11.9667
27072,2021.0,11328.0,68.0,123.0,49.2667,11.9167
27073,2021.0,11333.0,71.0,128.0,49.3167,12.85
27074,2021.0,11334.0,82.0,127.0,49.2167,12.7667
27075,2021.0,11339.0,65.0,129.0,49.7333,11.9
27076,2021.0,11343.0,54.0,106.0,49.3833,11.65
27077,2021.0,11344.0,74.0,126.0,49.8667,11.9
27078,2021.0,11352.0,70.0,137.0,49.1667,11.45
27079,2021.0,11359.0,73.0,,49.3167,12.3
27080,2021.0,11362.0,72.0,118.0,49.5833,12.15
27081,2021.0,11364.0,71.0,129.0,49.7167,12.1833
27082,2021.0,11377.0,79.0,134.0,49.1,11.8167
27083,2021.0,11380.0,91.0,127.0,49.05,11.9167
27084,2021.0,11381.0,59.0,117.0,49.05,11.8833
27085,2021.0,11384.0,66.0,110.0,49.2167,11.7667
27086,2021.0,11392.0,66.0,,49.0,11.9167
27087,2021.0,11396.0,68.0,118.0,49.0167,11.9333
27088,2021.0,11406.0,37.0,118.0,48.9833,12.2
27089,2021.0,11413.0,73.0,,49.1,12.4833
27090,2021.0,11448.0,86.0,131.0,49.55,12.4167
27091,2021.0,11455.0,61.0,110.0,49.9667,11.5667
27092,2021.0,11472.0,66.0,120.0,49.9167,11.0167
27093,2021.0,11486.0,58.0,110.0,49.9333,11.6167
27094,2021.0,11508.0,67.0,100.0,50.2667,11.15
27095,2021.0,11509.0,66.0,99.0,50.2167,11.1333
27096,2021.0,11517.0,70.0,,49.9333,11.2833
27097,2021.0,11520.0,70.0,131.0,49.8167,11.2167
27098,2021.0,11523.0,67.0,,49.6667,11.1
27099,2021.0,11533.0,93.0,,50.2667,11.85
27100,2021.0,11561.0,72.0,136.0,50.1167,11.6167
27101,2021.0,11563.0,71.0,132.0,50.0167,11.25
27102,2021.0,11567.0,87.0,,50.1667,11.0333
27103,2021.0,11584.0,65.0,118.0,50.2833,11.7333
27104,2021.0,11586.0,89.0,149.0,50.3167,11.75
27105,2021.0,11588.0,78.0,,49.7333,11.2833
27106,2021.0,11591.0,76.0,,49.85,11.6
27107,2021.0,11612.0,77.0,,50.0167,10.9333
27108,2021.0,11620.0,80.0,,50.1,11.8833
27109,2021.0,11622.0,87.0,124.0,49.3,10.5833
27110,2021.0,11632.0,81.0,118.0,49.4,10.5167
27111,2021.0,11634.0,69.0,,49.3333,10.8
27112,2021.0,11635.0,68.0,,49.35,10.5167
27113,2021.0,11652.0,66.0,122.0,49.5833,11.2
27114,2021.0,11655.0,66.0,,49.5667,11.1833
27115,2021.0,11660.0,70.0,,49.1667,10.3333
27116,2021.0,11702.0,66.0,120.0,49.4,11.4
27117,2021.0,11703.0,85.0,111.0,49.3833,10.3333
27118,2021.0,11712.0,66.0,119.0,49.7667,10.5167
27119,2021.0,11715.0,76.0,114.0,49.3667,10.95
27120,2021.0,11720.0,68.0,,49.6333,10.2333
27121,2021.0,11721.0,60.0,93.0,49.45,10.3167
27122,2021.0,11725.0,79.0,,49.55,10.2333
27123,2021.0,11728.0,82.0,,48.9,10.9333
27124,2021.0,11733.0,77.0,123.0,48.9,11.0
27125,2021.0,11740.0,75.0,111.0,50.0833,9.0667
27126,2021.0,11746.0,69.0,123.0,50.0833,9.25
27127,2021.0,11748.0,115.0,159.0,49.9667,9.2167
27128,2021.0,11780.0,71.0,134.0,50.2833,9.9167
27129,2021.0,11788.0,72.0,,50.0333,10.8333
27130,2021.0,11803.0,73.0,117.0,49.95,10.2833
27131,2021.0,11815.0,75.0,117.0,50.1833,9.7833
27132,2021.0,11817.0,66.0,,49.9667,10.6833
27133,2021.0,11836.0,66.0,100.0,50.1833,10.3667
27134,2021.0,11857.0,70.0,,50.3,10.4667
27135,2021.0,11882.0,80.0,,50.4167,10.3833
27136,2021.0,11891.0,68.0,,49.7,10.0833
27137,2021.0,11933.0,79.0,136.0,48.7167,10.6167
27138,2021.0,11938.0,85.0,130.0,48.6167,10.4167
27139,2021.0,11971.0,76.0,117.0,48.15,10.1667
27140,2021.0,12013.0,80.0,106.0,48.1167,10.4667
27141,2021.0,12017.0,72.0,130.0,48.75,11.0167
27142,2021.0,12026.0,92.0,148.0,48.3167,10.1
27143,2021.0,12035.0,82.0,164.0,48.2667,10.8333
27144,2021.0,12077.0,64.0,,49.4833,6.8667
27145,2021.0,12090.0,59.0,108.0,49.2833,6.8667
27146,2021.0,12094.0,75.0,111.0,49.1667,7.05
27147,2021.0,12103.0,82.0,134.0,49.4167,6.9167
27148,2021.0,12105.0,69.0,,49.4667,6.9
27149,2021.0,12111.0,79.0,,49.2167,7.25
27150,2021.0,12156.0,73.0,,53.2167,14.3833
27151,2021.0,12162.0,78.0,99.0,53.15,14.1167
27152,2021.0,12173.0,61.0,117.0,52.8,14.1667
27153,2021.0,12188.0,85.0,116.0,52.1667,14.25
27154,2021.0,12206.0,73.0,127.0,52.1167,12.45
27155,2021.0,12258.0,61.0,107.0,51.5667,13.55
27156,2021.0,12259.0,70.0,127.0,51.5833,13.8167
27157,2021.0,12289.0,69.0,114.0,53.0333,13.05
27158,2021.0,12306.0,65.0,130.0,51.8167,13.2333
27159,2021.0,12329.0,76.0,127.0,52.9333,12.4167
27160,2021.0,12335.0,61.0,128.0,52.0167,13.8667
27161,2021.0,12347.0,68.0,109.0,51.7833,13.6167
27162,2021.0,12380.0,64.0,111.0,52.8333,12.9833
27163,2021.0,12418.0,74.0,110.0,53.3167,13.9
27164,2021.0,12420.0,74.0,127.0,53.25,12.2
27165,2021.0,12441.0,49.0,102.0,52.5,14.5833
27166,2021.0,12458.0,71.0,,52.5167,14.1167
27167,2021.0,12471.0,66.0,,53.1667,12.4833
27168,2021.0,12522.0,67.0,126.0,54.1,11.6167
27169,2021.0,12539.0,56.0,112.0,53.7667,11.0333
27170,2021.0,12561.0,71.0,116.0,54.0833,12.9667
27171,2021.0,12563.0,62.0,,53.8167,12.0667
27172,2021.0,12615.0,70.0,115.0,53.9,12.8667
27173,2021.0,12633.0,57.0,122.0,53.5167,13.95
27174,2021.0,12634.0,87.0,108.0,53.3,14.2333
27175,2021.0,12640.0,61.0,102.0,54.2833,12.3667
27176,2021.0,12642.0,58.0,,54.15,12.5833
27177,2021.0,12668.0,74.0,124.0,54.3533,13.4757
27178,2021.0,12669.0,50.0,,54.3667,13.3
27179,2021.0,12690.0,65.0,116.0,53.55,13.8333
27180,2021.0,12695.0,67.0,155.0,53.4667,13.6167
27181,2021.0,12709.0,76.0,134.0,53.7833,12.5833
27182,2021.0,12745.0,68.0,124.0,54.0833,13.9167
27183,2021.0,12784.0,54.0,104.0,50.55,12.65
27184,2021.0,12810.0,81.0,138.0,50.7,13.4333
27185,2021.0,12813.0,61.0,109.0,50.9333,12.8167
27186,2021.0,12830.0,68.0,115.0,51.1167,13.1167
27187,2021.0,12833.0,56.0,87.0,51.1167,13.1833
27188,2021.0,12841.0,62.0,124.0,51.1167,13.6
27189,2021.0,12873.0,65.0,126.0,50.8667,12.45
27190,2021.0,12875.0,69.0,99.0,50.8667,12.6167
27191,2021.0,12879.0,71.0,,51.2667,15.0333
27192,2021.0,12905.0,67.0,114.0,51.2167,13.9167
27193,2021.0,12916.0,68.0,124.0,50.9833,14.6667
27194,2021.0,12917.0,73.0,151.0,50.9833,14.8
27195,2021.0,12921.0,51.0,,51.1,14.65
27196,2021.0,12937.0,64.0,124.0,51.2,13.4167
27197,2021.0,12942.0,76.0,143.0,51.0667,13.2667
27198,2021.0,12944.0,81.0,,51.2167,13.3667
27199,2021.0,12967.0,52.0,107.0,50.8333,13.95
27200,2021.0,12971.0,101.0,143.0,50.9667,14.05
27201,2021.0,13004.0,73.0,110.0,51.4833,13.1333
27202,2021.0,13005.0,79.0,114.0,51.65,12.8833
27203,2021.0,13011.0,74.0,135.0,51.4,14.7833
27204,2021.0,13020.0,82.0,123.0,51.3667,12.6333
27205,2021.0,13021.0,69.0,110.0,51.4333,12.6833
27206,2021.0,13030.0,73.0,,50.5667,12.5833
27207,2021.0,13069.0,73.0,,52.2167,11.9833
27208,2021.0,13083.0,81.0,129.0,51.5333,11.7
27209,2021.0,13089.0,74.0,124.0,52.6167,11.3
27210,2021.0,13094.0,62.0,,52.5,12.0333
27211,2021.0,13101.0,69.0,122.0,51.6833,12.55
27212,2021.0,13102.0,71.0,115.0,51.8167,12.55
27213,2021.0,13121.0,61.0,,52.3833,11.4667
27214,2021.0,13126.0,63.0,127.0,52.2,11.3333
27215,2021.0,13158.0,69.0,132.0,52.6333,11.0833
27216,2021.0,13197.0,81.0,125.0,51.2333,11.8167
27217,2021.0,13198.0,63.0,129.0,52.0833,11.1167
27218,2021.0,13214.0,69.0,,52.7167,11.8333
27219,2021.0,13216.0,75.0,,52.8833,11.7333
27220,2021.0,13268.0,64.0,120.0,51.9,11.7167
27221,2021.0,13279.0,69.0,103.0,52.6167,11.8667
27222,2021.0,13302.0,63.0,106.0,51.8167,11.0333
27223,2021.0,13346.0,71.0,132.0,50.9667,11.35
27224,2021.0,13361.0,73.0,119.0,50.75,10.95
27225,2021.0,13370.0,67.0,129.0,51.3,11.2167
27226,2021.0,13400.0,67.0,,51.0667,10.8333
27227,2021.0,13410.0,77.0,,51.0333,10.7167
27228,2021.0,13425.0,57.0,,50.7,12.1667
27229,2021.0,13445.0,61.0,113.0,50.4333,10.9167
27230,2021.0,13475.0,80.0,135.0,51.1833,10.7
27231,2021.0,13490.0,65.0,,50.5552,10.2862
27232,2021.0,13494.0,50.0,141.0,50.5,10.35
27233,2021.0,13507.0,64.0,114.0,51.25,10.4
27234,2021.0,13573.0,88.0,,50.75,10.35
27235,2021.0,13584.0,66.0,122.0,50.8833,12.3667
27236,2021.0,13586.0,75.0,133.0,51.1833,10.95
27237,2021.0,13596.0,74.0,131.0,51.3,10.7667
27238,2021.0,13601.0,72.0,126.0,50.3,11.2333
27239,2021.0,13602.0,62.0,119.0,50.35,11.0667
27240,2021.0,13618.0,72.0,124.0,50.5167,10.7667
27241,2021.0,13626.0,73.0,122.0,50.8667,11.2
27242,2021.0,13639.0,70.0,110.0,51.4,10.4167
27243,2021.0,13642.0,79.0,124.0,51.35,10.3333
27244,2021.0,13649.0,75.0,,50.7,11.9833
27245,2021.0,13685.0,65.0,,52.2167,8.1167
27246,2021.0,13719.0,67.0,116.0,50.9167,7.65
27247,2021.0,13920.0,70.0,119.0,51.9,9.8667
27248,2021.0,13921.0,62.0,105.0,52.3833,10.4167
27249,2021.0,13929.0,79.0,140.0,48.2333,10.9833
27250,2021.0,13935.0,69.0,120.0,48.6167,13.5
27251,2021.0,13936.0,83.0,,48.9833,10.4833
27252,2021.0,13950.0,83.0,,51.3167,12.85
27253,2021.0,13951.0,71.0,117.0,53.7667,11.25
27254,2021.0,13958.0,73.0,,51.7667,6.8333
27255,2021.0,13962.0,92.0,151.0,51.3,13.0667
27256,2021.0,13994.0,76.0,,52.5,8.7333
27257,2021.0,14091.0,65.0,116.0,52.9,12.75
27258,2021.0,14129.0,53.0,117.0,50.4833,12.7667
27259,2021.0,14140.0,64.0,,50.3,8.7833
27260,2021.0,14220.0,69.0,122.0,51.736,6.546
27261,2021.0,14245.0,66.0,124.0,49.1103,11.1217
27262,2021.0,14252.0,73.0,123.0,50.2556,10.9622
27263,2021.0,14330.0,67.0,131.0,50.3,10.2167
27264,2021.0,14334.0,68.0,,52.4333,12.5833
27265,2021.0,14337.0,63.0,118.0,53.5667,12.05
27266,2021.0,14587.0,69.0,,51.15,6.9333
27267,2021.0,15005.0,62.0,,51.7333,12.0333
27268,2021.0,15035.0,68.0,123.0,51.3,12.1667
27269,2021.0,15037.0,114.0,134.0,51.45,7.4167
27270,2021.0,15077.0,69.0,118.0,48.65,9.7167
27271,2021.0,15097.0,72.0,135.0,48.38,12.42
27272,2021.0,15107.0,61.0,116.0,53.9667,11.55
27273,2021.0,15130.0,83.0,127.0,53.45,7.3667
27274,2021.0,15131.0,68.0,126.0,52.15,8.6333
27275,2021.0,15138.0,67.0,105.0,51.08,12.514
27276,2021.0,15143.0,73.0,126.0,50.8167,7.75
27277,2021.0,15148.0,60.0,114.0,52.35,11.3667
27278,2021.0,15203.0,63.0,131.0,52.5833,12.35
27279,2021.0,15229.0,96.0,138.0,49.6821,8.395
27280,2021.0,15230.0,70.0,127.0,49.4683,8.5002
27281,2021.0,15237.0,66.0,126.0,51.7804,11.71
27282,2021.0,15250.0,64.0,112.0,52.0539,9.9089
27283,2021.0,15251.0,66.0,,52.6325,7.1119
27284,2021.0,15252.0,71.0,,51.0219,10.5158
27285,2021.0,15253.0,73.0,126.0,52.2174,12.1634
27286,2021.0,15447.0,70.0,126.0,50.6275,11.8692
27287,2021.0,15449.0,74.0,115.0,50.2553,10.6832
27288,2021.0,15451.0,64.0,,52.8567,11.14
