,Referenzjahr,Stations_id,observed time emergence to beginning of flowering,observed time emergence to yellow ripeness,lat,lon
25869,2019.0,10600.0,81.0,124.0,49.4167,9.2833
25870,2019.0,10606.0,66.0,,48.9,8.5667
25871,2019.0,10619.0,66.0,106.0,49.3333,8.95
25872,2019.0,10622.0,68.0,121.0,49.0833,8.85
25873,2019.0,10643.0,77.0,,49.6667,9.65
25874,2019.0,10651.0,80.0,141.0,48.7,8.1333
25875,2019.0,10653.0,78.0,143.0,48.6167,8.05
25876,2019.0,10659.0,66.0,120.0,47.95,8.5
25877,2019.0,10662.0,66.0,,47.9167,8.8
25878,2019.0,10672.0,63.0,,48.1333,7.7
25879,2019.0,10700.0,50.0,86.0,47.7333,9.0667
25880,2019.0,10706.0,83.0,116.0,47.8167,8.6667
25881,2019.0,10708.0,68.0,91.0,48.3333,7.8833
25882,2019.0,10729.0,72.0,115.0,47.8667,7.6
25883,2019.0,10751.0,67.0,121.0,48.5333,8.0833
25884,2019.0,10752.0,82.0,128.0,48.4667,7.95
25885,2019.0,10753.0,78.0,,48.4833,8.1667
25886,2019.0,10767.0,60.0,104.0,47.6,7.8833
25887,2019.0,10775.0,74.0,,48.0,9.0333
25888,2019.0,10786.0,86.0,,47.7667,9.3167
25889,2019.0,10802.0,72.0,,47.7167,8.4333
25890,2019.0,10810.0,72.0,,48.2833,8.0833
25891,2019.0,10812.0,62.0,106.0,48.4167,8.0833
25892,2019.0,10821.0,63.0,,48.2,8.8833
25893,2019.0,10831.0,63.0,,48.0333,9.8
25894,2019.0,10848.0,92.0,159.0,48.2833,9.7167
25895,2019.0,10851.0,76.0,134.0,48.35,9.8167
25896,2019.0,10859.0,62.0,89.0,48.4167,8.4667
25897,2019.0,10869.0,85.0,128.0,48.45,8.6833
25898,2019.0,10872.0,68.0,109.0,48.3667,9.3333
25899,2019.0,10886.0,73.0,119.0,47.7667,9.5333
25900,2019.0,10906.0,80.0,107.0,47.9333,9.55
25901,2019.0,10920.0,65.0,105.0,48.0167,9.25
25902,2019.0,10968.0,75.0,,48.5833,11.0833
25903,2019.0,10983.0,81.0,,47.85,12.0667
25904,2019.0,11004.0,73.0,129.0,48.05,11.95
25905,2019.0,11009.0,52.0,90.0,48.3167,11.9167
25906,2019.0,11010.0,74.0,,48.2833,11.8333
25907,2019.0,11033.0,80.0,129.0,48.7833,11.2833
25908,2019.0,11073.0,85.0,132.0,48.2,12.4167
25909,2019.0,11076.0,70.0,136.0,48.1167,11.7333
25910,2019.0,11088.0,75.0,,47.75,12.1167
25911,2019.0,11101.0,64.0,103.0,48.6333,11.3167
25912,2019.0,11131.0,82.0,111.0,48.0333,12.55
25913,2019.0,11144.0,70.0,,47.7833,11.3333
25914,2019.0,11162.0,77.0,,48.8333,12.9667
25915,2019.0,11170.0,61.0,115.0,49.0667,12.6167
25916,2019.0,11172.0,59.0,89.0,48.85,13.15
25917,2019.0,11174.0,77.0,138.0,48.8167,12.8
25918,2019.0,11176.0,80.0,119.0,48.6167,12.5333
25919,2019.0,11193.0,69.0,126.0,48.85,13.3333
25920,2019.0,11211.0,62.0,,48.9,12.0167
25921,2019.0,11214.0,68.0,120.0,49.1333,12.7333
25922,2019.0,11220.0,81.0,117.0,48.5833,12.1833
25923,2019.0,11221.0,71.0,133.0,48.6167,12.2
25924,2019.0,11241.0,83.0,,48.4833,13.4333
25925,2019.0,11243.0,77.0,154.0,48.3,13.15
25926,2019.0,11249.0,80.0,121.0,48.4,13.0
25927,2019.0,11251.0,75.0,131.0,48.9333,13.2
25928,2019.0,11254.0,78.0,124.0,48.9667,13.1333
25929,2019.0,11271.0,91.0,148.0,48.4667,12.5667
25930,2019.0,11272.0,72.0,118.0,48.45,12.35
25931,2019.0,11286.0,79.0,,48.6,13.75
25932,2019.0,11292.0,64.0,109.0,48.75,13.8167
25933,2019.0,11295.0,74.0,117.0,48.75,13.5167
25934,2019.0,11300.0,102.0,,49.45,11.8667
25935,2019.0,11307.0,66.0,114.0,49.4,12.0167
25936,2019.0,11317.0,78.0,143.0,49.6167,11.8167
25937,2019.0,11326.0,79.0,126.0,49.1667,11.9667
25938,2019.0,11328.0,71.0,107.0,49.2667,11.9167
25939,2019.0,11333.0,73.0,124.0,49.3167,12.85
25940,2019.0,11334.0,85.0,118.0,49.2167,12.7667
25941,2019.0,11343.0,52.0,96.0,49.3833,11.65
25942,2019.0,11344.0,77.0,116.0,49.8667,11.9
25943,2019.0,11345.0,70.0,105.0,49.95,12.0333
25944,2019.0,11352.0,75.0,,49.1667,11.45
25945,2019.0,11358.0,58.0,,49.35,12.35
25946,2019.0,11359.0,61.0,,49.3167,12.3
25947,2019.0,11362.0,76.0,110.0,49.5833,12.15
25948,2019.0,11377.0,75.0,,49.1,11.8167
25949,2019.0,11380.0,86.0,128.0,49.05,11.9167
25950,2019.0,11381.0,63.0,,49.05,11.8833
25951,2019.0,11384.0,78.0,116.0,49.2167,11.7667
25952,2019.0,11396.0,75.0,,49.0167,11.9333
25953,2019.0,11403.0,69.0,,48.9167,12.4333
25954,2019.0,11405.0,79.0,140.0,49.0333,12.25
25955,2019.0,11406.0,70.0,107.0,48.9833,12.2
25956,2019.0,11413.0,72.0,,49.1,12.4833
25957,2019.0,11440.0,64.0,,49.9167,12.3833
25958,2019.0,11447.0,68.0,129.0,49.65,12.2667
25959,2019.0,11448.0,65.0,113.0,49.55,12.4167
25960,2019.0,11455.0,73.0,118.0,49.9667,11.5667
25961,2019.0,11458.0,66.0,,50.3167,11.9167
25962,2019.0,11472.0,61.0,114.0,49.9167,11.0167
25963,2019.0,11486.0,81.0,,49.9333,11.6167
25964,2019.0,11508.0,63.0,96.0,50.2667,11.15
25965,2019.0,11509.0,62.0,98.0,50.2167,11.1333
25966,2019.0,11517.0,85.0,,49.9333,11.2833
25967,2019.0,11520.0,63.0,,49.8167,11.2167
25968,2019.0,11523.0,63.0,,49.6667,11.1
25969,2019.0,11533.0,69.0,119.0,50.2667,11.85
25970,2019.0,11561.0,83.0,126.0,50.1167,11.6167
25971,2019.0,11563.0,83.0,,50.0167,11.25
25972,2019.0,11584.0,59.0,103.0,50.2833,11.7333
25973,2019.0,11586.0,86.0,130.0,50.3167,11.75
25974,2019.0,11588.0,45.0,104.0,49.7333,11.2833
25975,2019.0,11591.0,69.0,,49.85,11.6
25976,2019.0,11620.0,89.0,,50.1,11.8833
25977,2019.0,11622.0,87.0,126.0,49.3,10.5833
25978,2019.0,11632.0,78.0,123.0,49.4,10.5167
25979,2019.0,11634.0,72.0,,49.3333,10.8
25980,2019.0,11635.0,75.0,,49.35,10.5167
25981,2019.0,11652.0,80.0,133.0,49.5833,11.2
25982,2019.0,11655.0,76.0,112.0,49.5667,11.1833
25983,2019.0,11660.0,70.0,,49.1667,10.3333
25984,2019.0,11675.0,84.0,,49.5167,11.4167
25985,2019.0,11696.0,69.0,,49.4833,10.7167
25986,2019.0,11702.0,68.0,116.0,49.4,11.4
25987,2019.0,11703.0,85.0,108.0,49.3833,10.3333
25988,2019.0,11712.0,80.0,,49.7667,10.5167
25989,2019.0,11715.0,74.0,106.0,49.3667,10.95
25990,2019.0,11720.0,76.0,,49.6333,10.2333
25991,2019.0,11721.0,66.0,113.0,49.45,10.3167
25992,2019.0,11725.0,87.0,,49.55,10.2333
25993,2019.0,11728.0,80.0,,48.9,10.9333
25994,2019.0,11733.0,69.0,120.0,48.9,11.0
25995,2019.0,11740.0,83.0,119.0,50.0833,9.0667
25996,2019.0,11746.0,74.0,115.0,50.0833,9.25
25997,2019.0,11748.0,77.0,120.0,49.9667,9.2167
25998,2019.0,11780.0,94.0,,50.2833,9.9167
25999,2019.0,11788.0,84.0,,50.0333,10.8333
26000,2019.0,11803.0,74.0,119.0,49.95,10.2833
26001,2019.0,11817.0,77.0,,49.9667,10.6833
26002,2019.0,11827.0,86.0,,50.15,10.4333
26003,2019.0,11836.0,69.0,,50.1833,10.3667
26004,2019.0,11857.0,82.0,,50.3,10.4667
26005,2019.0,11882.0,76.0,,50.4167,10.3833
26006,2019.0,11891.0,75.0,,49.7,10.0833
26007,2019.0,11933.0,88.0,142.0,48.7167,10.6167
26008,2019.0,11938.0,83.0,126.0,48.6167,10.4167
26009,2019.0,11971.0,85.0,152.0,48.15,10.1667
26010,2019.0,12013.0,74.0,135.0,48.1167,10.4667
26011,2019.0,12017.0,81.0,132.0,48.75,11.0167
26012,2019.0,12026.0,88.0,132.0,48.3167,10.1
26013,2019.0,12035.0,83.0,,48.2667,10.8333
26014,2019.0,12077.0,68.0,,49.4833,6.8667
26015,2019.0,12090.0,64.0,131.0,49.2833,6.8667
26016,2019.0,12094.0,65.0,110.0,49.1667,7.05
26017,2019.0,12103.0,59.0,103.0,49.4167,6.9167
26018,2019.0,12105.0,61.0,,49.4667,6.9
26019,2019.0,12111.0,62.0,,49.2167,7.25
26020,2019.0,12162.0,62.0,100.0,53.15,14.1167
26021,2019.0,12173.0,68.0,120.0,52.8,14.1667
26022,2019.0,12206.0,79.0,129.0,52.1167,12.45
26023,2019.0,12258.0,83.0,119.0,51.5667,13.55
26024,2019.0,12259.0,68.0,123.0,51.5833,13.8167
26025,2019.0,12266.0,65.0,107.0,51.7333,14.5833
26026,2019.0,12289.0,63.0,123.0,53.0333,13.05
26027,2019.0,12294.0,77.0,125.0,51.8833,14.65
26028,2019.0,12306.0,76.0,142.0,51.8167,13.2333
26029,2019.0,12329.0,73.0,100.0,52.9333,12.4167
26030,2019.0,12335.0,71.0,113.0,52.0167,13.8667
26031,2019.0,12347.0,69.0,117.0,51.7833,13.6167
26032,2019.0,12380.0,71.0,123.0,52.8333,12.9833
26033,2019.0,12418.0,76.0,121.0,53.3167,13.9
26034,2019.0,12420.0,85.0,130.0,53.25,12.2
26035,2019.0,12441.0,79.0,,52.5,14.5833
26036,2019.0,12458.0,61.0,,52.5167,14.1167
26037,2019.0,12471.0,69.0,,53.1667,12.4833
26038,2019.0,12522.0,69.0,,54.1,11.6167
26039,2019.0,12539.0,70.0,117.0,53.7667,11.0333
26040,2019.0,12561.0,67.0,113.0,54.0833,12.9667
26041,2019.0,12563.0,79.0,129.0,53.8167,12.0667
26042,2019.0,12615.0,85.0,126.0,53.9,12.8667
26043,2019.0,12633.0,71.0,139.0,53.5167,13.95
26044,2019.0,12634.0,69.0,125.0,53.3,14.2333
26045,2019.0,12640.0,59.0,106.0,54.2833,12.3667
26046,2019.0,12642.0,69.0,106.0,54.15,12.5833
26047,2019.0,12668.0,68.0,116.0,54.3533,13.4757
26048,2019.0,12690.0,74.0,116.0,53.55,13.8333
26049,2019.0,12695.0,86.0,122.0,53.4667,13.6167
26050,2019.0,12709.0,86.0,116.0,53.7833,12.5833
26051,2019.0,12745.0,70.0,,54.0833,13.9167
26052,2019.0,12784.0,48.0,90.0,50.55,12.65
26053,2019.0,12803.0,77.0,,51.1,12.3167
26054,2019.0,12810.0,81.0,,50.7,13.4333
26055,2019.0,12813.0,63.0,115.0,50.9333,12.8167
26056,2019.0,12830.0,72.0,120.0,51.1167,13.1167
26057,2019.0,12833.0,54.0,82.0,51.1167,13.1833
26058,2019.0,12841.0,66.0,123.0,51.1167,13.6
26059,2019.0,12873.0,80.0,131.0,50.8667,12.45
26060,2019.0,12875.0,64.0,88.0,50.8667,12.6167
26061,2019.0,12879.0,85.0,135.0,51.2667,15.0333
26062,2019.0,12899.0,73.0,135.0,50.7333,12.65
26063,2019.0,12905.0,83.0,122.0,51.2167,13.9167
26064,2019.0,12916.0,80.0,122.0,50.9833,14.6667
26065,2019.0,12917.0,89.0,,50.9833,14.8
26066,2019.0,12921.0,69.0,119.0,51.1,14.65
26067,2019.0,12937.0,67.0,,51.2,13.4167
26068,2019.0,12942.0,71.0,115.0,51.0667,13.2667
26069,2019.0,12944.0,84.0,,51.2167,13.3667
26070,2019.0,12967.0,87.0,131.0,50.8333,13.95
26071,2019.0,12971.0,69.0,,50.9667,14.05
26072,2019.0,13004.0,74.0,111.0,51.4833,13.1333
26073,2019.0,13005.0,77.0,110.0,51.65,12.8833
26074,2019.0,13011.0,67.0,112.0,51.4,14.7833
26075,2019.0,13020.0,72.0,108.0,51.3667,12.6333
26076,2019.0,13021.0,91.0,139.0,51.4333,12.6833
26077,2019.0,13030.0,62.0,,50.5667,12.5833
26078,2019.0,13069.0,74.0,,52.2167,11.9833
26079,2019.0,13083.0,91.0,,51.5333,11.7
26080,2019.0,13089.0,80.0,109.0,52.6167,11.3
26081,2019.0,13094.0,75.0,,52.5,12.0333
26082,2019.0,13101.0,65.0,114.0,51.6833,12.55
26083,2019.0,13102.0,72.0,112.0,51.8167,12.55
26084,2019.0,13121.0,64.0,,52.3833,11.4667
26085,2019.0,13126.0,85.0,107.0,52.2,11.3333
26086,2019.0,13158.0,75.0,118.0,52.6333,11.0833
26087,2019.0,13174.0,76.0,,51.3482,11.9959
26088,2019.0,13198.0,65.0,113.0,52.0833,11.1167
26089,2019.0,13214.0,71.0,,52.7167,11.8333
26090,2019.0,13216.0,71.0,122.0,52.8833,11.7333
26091,2019.0,13268.0,75.0,120.0,51.9,11.7167
26092,2019.0,13279.0,91.0,120.0,52.6167,11.8667
26093,2019.0,13346.0,88.0,137.0,50.9667,11.35
26094,2019.0,13370.0,67.0,,51.3,11.2167
26095,2019.0,13400.0,62.0,,51.0667,10.8333
26096,2019.0,13410.0,80.0,,51.0333,10.7167
26097,2019.0,13425.0,71.0,,50.7,12.1667
26098,2019.0,13445.0,97.0,133.0,50.4333,10.9167
26099,2019.0,13475.0,88.0,129.0,51.1833,10.7
26100,2019.0,13490.0,67.0,118.0,50.5552,10.2862
26101,2019.0,13494.0,92.0,134.0,50.5,10.35
26102,2019.0,13501.0,66.0,,51.1667,10.3333
26103,2019.0,13507.0,66.0,117.0,51.25,10.4
26104,2019.0,13573.0,70.0,,50.75,10.35
26105,2019.0,13584.0,80.0,128.0,50.8833,12.3667
26106,2019.0,13586.0,85.0,,51.1833,10.95
26107,2019.0,13589.0,81.0,,51.2167,11.0833
26108,2019.0,13596.0,71.0,111.0,51.3,10.7667
26109,2019.0,13601.0,68.0,119.0,50.3,11.2333
26110,2019.0,13602.0,58.0,103.0,50.35,11.0667
26111,2019.0,13618.0,75.0,126.0,50.5167,10.7667
26112,2019.0,13626.0,69.0,118.0,50.8667,11.2
26113,2019.0,13628.0,70.0,,50.9167,11.45
26114,2019.0,13639.0,77.0,119.0,51.4,10.4167
26115,2019.0,13642.0,74.0,,51.35,10.3333
26116,2019.0,13685.0,63.0,,52.2167,8.1167
26117,2019.0,13719.0,84.0,140.0,50.9167,7.65
26118,2019.0,13789.0,109.0,,54.8333,9.05
26119,2019.0,13920.0,83.0,116.0,51.9,9.8667
26120,2019.0,13921.0,69.0,102.0,52.3833,10.4167
26121,2019.0,13929.0,65.0,,48.2333,10.9833
26122,2019.0,13935.0,65.0,102.0,48.6167,13.5
26123,2019.0,13950.0,76.0,118.0,51.3167,12.85
26124,2019.0,13951.0,64.0,105.0,53.7667,11.25
26125,2019.0,13962.0,83.0,115.0,51.3,13.0667
26126,2019.0,13994.0,60.0,,52.5,8.7333
26127,2019.0,14091.0,77.0,128.0,52.9,12.75
26128,2019.0,14140.0,76.0,,50.3,8.7833
26129,2019.0,14220.0,67.0,,51.736,6.546
26130,2019.0,14245.0,78.0,122.0,49.1103,11.1217
26131,2019.0,14252.0,77.0,125.0,50.2556,10.9622
26132,2019.0,14330.0,71.0,,50.3,10.2167
26133,2019.0,14334.0,63.0,,52.4333,12.5833
26134,2019.0,14337.0,59.0,104.0,53.5667,12.05
26135,2019.0,15005.0,79.0,,51.7333,12.0333
26136,2019.0,15035.0,70.0,115.0,51.3,12.1667
26137,2019.0,15037.0,84.0,126.0,51.45,7.4167
26138,2019.0,15077.0,62.0,105.0,48.65,9.7167
26139,2019.0,15097.0,89.0,128.0,48.38,12.42
26140,2019.0,15107.0,87.0,119.0,53.9667,11.55
26141,2019.0,15108.0,55.0,,47.85,8.4833
26142,2019.0,15130.0,77.0,123.0,53.45,7.3667
26143,2019.0,15131.0,62.0,,52.15,8.6333
26144,2019.0,15138.0,76.0,128.0,51.08,12.514
26145,2019.0,15141.0,77.0,,53.3333,7.3167
26146,2019.0,15143.0,63.0,108.0,50.8167,7.75
26147,2019.0,15148.0,77.0,133.0,52.35,11.3667
26148,2019.0,15229.0,71.0,114.0,49.6821,8.395
26149,2019.0,15230.0,61.0,119.0,49.4683,8.5002
26150,2019.0,15237.0,80.0,,51.7804,11.71
26151,2019.0,15250.0,84.0,117.0,52.0539,9.9089
26152,2019.0,15251.0,77.0,123.0,52.6325,7.1119
26153,2019.0,15252.0,82.0,,51.0219,10.5158
26154,2019.0,15253.0,79.0,127.0,52.2174,12.1634
26155,2019.0,15447.0,70.0,111.0,50.6275,11.8692
26156,2019.0,15449.0,70.0,117.0,50.2553,10.6832
26157,2019.0,15451.0,69.0,116.0,52.8567,11.14
26158,2019.0,15459.0,54.0,93.0,50.7353,13.0267
26159,2019.0,15460.0,58.0,118.0,51.0778,10.8618
26160,2019.0,15463.0,74.0,,52.2264,10.7085
26161,2019.0,15470.0,70.0,,52.1135,11.5576
26162,2019.0,15474.0,66.0,116.0,49.8397,12.0471
26163,2019.0,15475.0,72.0,,49.9808,11.8377
26164,2019.0,15479.0,51.0,,48.999,10.7015
26165,2019.0,15480.0,63.0,110.0,50.7446,9.345
26166,2019.0,15492.0,71.0,118.0,47.9097,10.7542
26167,2019.0,15496.0,73.0,104.0,49.507,6.5229
26168,2019.0,15497.0,71.0,133.0,51.5718,14.4767
26169,2019.0,15500.0,88.0,124.0,53.3079,12.294
26170,2019.0,15501.0,82.0,,54.4401,13.1785
26171,2019.0,15502.0,60.0,,48.6621,10.3096
26172,2019.0,15504.0,81.0,123.0,51.9865,14.3034
26173,2019.0,15505.0,77.0,121.0,53.0966,11.8593
26174,2019.0,15508.0,92.0,129.0,53.4585,12.2417
26175,2019.0,15534.0,70.0,,53.7662,11.7508
26176,2019.0,15538.0,69.0,118.0,51.015,6.2716
26177,2019.0,15540.0,83.0,117.0,48.0348,7.5836
26178,2019.0,15548.0,85.0,114.0,51.1197,6.2518
26179,2019.0,15551.0,95.0,,53.7248,9.0929
26180,2019.0,15557.0,83.0,,51.1781,9.3682
26181,2019.0,15563.0,74.0,,50.3752,8.1161
26182,2019.0,15814.0,68.0,,48.3571,11.2805
26183,2019.0,15905.0,64.0,115.0,48.7083,13.5342
26184,2019.0,15920.0,96.0,155.0,50.8499,13.7629
26185,2019.0,15937.0,70.0,,51.776,14.3168
26186,2019.0,15968.0,61.0,138.0,50.9034,12.2015
26187,2019.0,15975.0,77.0,143.0,48.7539,10.7115
26188,2019.0,15983.0,83.0,119.0,49.5528,10.5394
26189,2019.0,15992.0,68.0,125.0,48.7584,9.9855
26190,2019.0,16076.0,85.0,127.0,51.7855,8.8388
26191,2019.0,19038.0,79.0,118.0,49.96,10.9971
26192,2019.0,19040.0,63.0,,50.6432,12.2583
26193,2019.0,19045.0,80.0,,53.5,7.1049
26194,2019.0,19085.0,68.0,135.0,54.8042,9.3869
26195,2019.0,19089.0,81.0,138.0,51.9439,6.8705
26196,2019.0,19092.0,59.0,,52.7958,13.4817
26197,2019.0,19099.0,77.0,128.0,48.4982,10.564
26198,2019.0,19173.0,78.0,,52.042,9.3895
26199,2019.0,19437.0,85.0,133.0,52.5181,7.3081
26200,2019.0,19477.0,79.0,117.0,50.7983,6.0244
26201,2019.0,19483.0,87.0,,50.3602,6.8697
26202,2019.0,19484.0,72.0,118.0,53.3911,10.6878
26203,2019.0,19487.0,63.0,129.0,52.2915,10.4464
26204,2019.0,19488.0,76.0,124.0,48.4024,11.6946
26205,2019.0,19519.0,77.0,125.0,54.0027,11.1908
26206,2019.0,19520.0,89.0,135.0,52.1029,11.5827
26207,2019.0,19554.0,92.0,121.0,53.3222,11.9321
26208,2019.0,19585.0,69.0,,53.6865,11.0608
26209,2019.0,19587.0,66.0,120.0,48.7091,9.2147
26210,2019.0,19700.0,89.0,,50.4316,11.9443
26211,2019.0,19727.0,80.0,123.0,51.3873,8.5737
26212,2019.0,19914.0,64.0,,50.3168,9.3627
26213,2020.0,7521.0,91.0,166.0,54.4333,9.8167
26214,2020.0,7532.0,103.0,141.0,54.4,8.7667
26215,2020.0,7592.0,96.0,,53.4833,10.6333
26216,2020.0,7616.0,73.0,134.0,54.6167,8.9667
26217,2020.0,7623.0,78.0,133.0,54.6667,9.1333
26218,2020.0,7642.0,90.0,133.0,54.2333,11.0833
26219,2020.0,7650.0,88.0,,54.1,10.8167
26220,2020.0,7662.0,92.0,,53.7333,9.7833
26221,2020.0,7665.0,74.0,125.0,53.6333,9.85
26222,2020.0,7671.0,82.0,,53.7342,9.878
26223,2020.0,7682.0,78.0,,54.3167,10.5
26224,2020.0,7697.0,89.0,,54.1167,10.1667
26225,2020.0,7700.0,75.0,132.0,54.1667,10.05
26226,2020.0,7711.0,85.0,,54.0833,9.65
26227,2020.0,7721.0,74.0,,54.1167,9.4333
26228,2020.0,7730.0,80.0,140.0,54.6167,9.8333
26229,2020.0,7736.0,77.0,117.0,54.55,9.4
26230,2020.0,7737.0,82.0,130.0,54.4167,9.5167
26231,2020.0,7743.0,84.0,,54.35,9.2167
26232,2020.0,7770.0,86.0,,53.9333,10.2
26233,2020.0,7786.0,95.0,121.0,53.7333,10.2667
26234,2020.0,7798.0,80.0,122.0,53.8667,10.3333
26235,2020.0,7799.0,81.0,,53.6167,10.4167
26236,2020.0,7807.0,85.0,126.0,54.15,9.0667
26237,2020.0,7812.0,85.0,151.0,53.9833,9.1167
26238,2020.0,7824.0,84.0,127.0,54.7333,8.4333
26239,2020.0,7837.0,61.0,,53.5618,9.8598
26240,2020.0,7844.0,90.0,125.0,53.6,10.1833
26241,2020.0,7849.0,77.0,138.0,52.7,8.5
26242,2020.0,7857.0,76.0,128.0,52.6,8.8333
26243,2020.0,7865.0,93.0,123.0,52.5667,8.5667
26244,2020.0,7910.0,83.0,,52.3,9.5
26245,2020.0,7920.0,79.0,122.0,52.5333,9.4667
26246,2020.0,7923.0,78.0,122.0,52.4,9.45
26247,2020.0,7931.0,80.0,124.0,52.5667,9.3
26248,2020.0,7943.0,77.0,105.0,52.5,8.9833
26249,2020.0,7956.0,70.0,125.0,52.45,9.4
26250,2020.0,7957.0,69.0,107.0,52.2333,9.1167
26251,2020.0,7990.0,63.0,113.0,51.5333,10.1833
26252,2020.0,7991.0,63.0,135.0,51.6167,10.2167
26253,2020.0,8007.0,80.0,125.0,51.55,10.0667
26254,2020.0,8008.0,89.0,126.0,52.0167,10.1333
26255,2020.0,8064.0,85.0,125.0,51.8167,10.0667
26256,2020.0,8091.0,80.0,125.0,52.55,9.7667
26257,2020.0,8104.0,69.0,,52.7344,10.2244
26258,2020.0,8135.0,84.0,116.0,52.95,9.5333
26259,2020.0,8151.0,90.0,134.0,52.5333,10.35
26260,2020.0,8164.0,71.0,113.0,52.65,10.4333
26261,2020.0,8228.0,80.0,,53.0,11.1513
26262,2020.0,8255.0,86.0,134.0,53.1,10.0667
26263,2020.0,8260.0,87.0,131.0,53.0333,9.8333
26264,2020.0,8261.0,83.0,,53.1333,10.6
26265,2020.0,8279.0,83.0,,52.8,10.6333
26266,2020.0,8293.0,92.0,,53.4833,9.1333
26267,2020.0,8301.0,90.0,,53.45,9.1167
26268,2020.0,8304.0,80.0,130.0,53.8167,8.7667
26269,2020.0,8333.0,84.0,124.0,53.0667,9.3167
26270,2020.0,8348.0,90.0,137.0,53.5667,9.5167
26271,2020.0,8360.0,82.0,139.0,53.5167,9.4833
26272,2020.0,8392.0,75.0,,53.4167,8.5833
26273,2020.0,8402.0,83.0,132.0,52.9667,7.7667
26274,2020.0,8420.0,84.0,136.0,52.4167,7.7333
26275,2020.0,8426.0,75.0,122.0,52.3,7.1167
26276,2020.0,8429.0,83.0,,52.4333,7.0833
26277,2020.0,8430.0,87.0,137.0,52.2833,7.2833
26278,2020.0,8438.0,81.0,127.0,52.6,7.4333
26279,2020.0,8451.0,99.0,,52.6,7.2667
26280,2020.0,8452.0,84.0,125.0,52.7667,7.5
26281,2020.0,8459.0,91.0,129.0,52.25,7.95
26282,2020.0,8467.0,78.0,,52.3167,8.0333
26283,2020.0,8524.0,84.0,113.0,53.6,7.2167
26284,2020.0,8535.0,99.0,127.0,53.65,7.6167
26285,2020.0,8556.0,76.0,129.0,52.2833,10.7
26286,2020.0,8558.0,57.0,,52.9667,9.0167
26287,2020.0,8584.0,73.0,143.0,52.3667,10.9333
26288,2020.0,8594.0,61.0,113.0,52.2833,10.75
26289,2020.0,8623.0,84.0,,53.2452,7.9053
26290,2020.0,8631.0,69.0,,53.2,7.9833
26291,2020.0,8644.0,82.0,130.0,52.7333,7.7667
26292,2020.0,8652.0,96.0,,53.6833,7.9333
26293,2020.0,8653.0,82.0,130.0,53.5833,7.9
26294,2020.0,8666.0,86.0,136.0,53.4167,7.9833
26295,2020.0,8670.0,83.0,139.0,53.1,8.5333
26296,2020.0,8689.0,79.0,137.0,53.1833,8.4833
26297,2020.0,8695.0,65.0,,53.3333,8.2167
26298,2020.0,8723.0,74.0,,51.3833,6.6
26299,2020.0,8759.0,91.0,146.0,51.2833,6.2
26300,2020.0,8772.0,83.0,120.0,51.7,6.1667
26301,2020.0,8779.0,94.0,139.0,51.6667,6.2667
26302,2020.0,8810.0,82.0,122.0,51.5167,6.4
26303,2020.0,8817.0,69.0,,51.45,6.6333
26304,2020.0,8823.0,59.0,109.0,51.6167,6.5333
26305,2020.0,8824.0,74.0,,51.65,6.6167
26306,2020.0,8841.0,78.0,,50.7667,7.1333
26307,2020.0,8851.0,78.0,133.0,50.6833,6.6667
26308,2020.0,8892.0,67.0,115.0,51.0,7.1333
26309,2020.0,8894.0,62.0,134.0,51.1,7.3833
26310,2020.0,8906.0,65.0,127.0,51.0667,7.3167
26311,2020.0,8917.0,42.0,98.0,50.9,7.4
26312,2020.0,8932.0,81.0,,50.8167,6.2667
26313,2020.0,8934.0,87.0,,50.7833,6.2
26314,2020.0,8940.0,79.0,,50.8,6.4167
26315,2020.0,8958.0,80.0,105.0,50.8833,6.45
26316,2020.0,8990.0,88.0,129.0,50.9167,6.1167
26317,2020.0,9005.0,85.0,112.0,52.1167,7.1167
26318,2020.0,9012.0,81.0,132.0,51.7,7.8333
26319,2020.0,9015.0,82.0,113.0,51.8042,8.2049
26320,2020.0,9030.0,76.0,124.0,51.8333,7.3
26321,2020.0,9040.0,88.0,140.0,51.6667,7.4667
26322,2020.0,9057.0,76.0,119.0,52.15,7.6
26323,2020.0,9068.0,71.0,118.0,52.1333,7.7333
26324,2020.0,9074.0,90.0,129.0,52.2667,7.7833
26325,2020.0,9080.0,84.0,135.0,51.95,7.9833
26326,2020.0,9084.0,72.0,125.0,51.9667,8.2333
26327,2020.0,9087.0,72.0,118.0,51.5833,7.0667
26328,2020.0,9131.0,76.0,,52.05,8.3667
26329,2020.0,9143.0,91.0,146.0,52.15,8.8
26330,2020.0,9164.0,83.0,127.0,52.1,8.9333
26331,2020.0,9169.0,74.0,134.0,52.4167,8.6167
26332,2020.0,9180.0,78.0,134.0,52.3,8.9167
26333,2020.0,9182.0,77.0,133.0,52.3333,8.75
26334,2020.0,9200.0,83.0,132.0,51.7333,8.7167
26335,2020.0,9202.0,80.0,,51.5833,9.25
26336,2020.0,9203.0,81.0,129.0,51.5833,9.3
26337,2020.0,9233.0,82.0,121.0,51.1167,7.75
26338,2020.0,9241.0,83.0,,51.35,7.95
26339,2020.0,9256.0,81.0,116.0,51.2,8.7
26340,2020.0,9268.0,85.0,,51.6333,8.5167
26341,2020.0,9273.0,81.0,131.0,51.5333,8.2833
26342,2020.0,9278.0,69.0,102.0,51.35,8.3333
